Username,Order_ID,Date_,Subtotal,Tip,Time_
qddpnwur1048@youtube.com,6218,11/16/2022,12.5,3.25,11:14
gmlfplgb5415@amongus.com,6219,11/16/2022,40,2.59,12:54
ikpussac3587@gongcha.com,6220,11/16/2022,22.5,2.35,19:54
97465710,6221,11/16/2022,55,2.6,19:55
gtkvyvui9206@tamu.com,6222,11/16/2022,42.5,2.28,22:30
88223286,6223,11/16/2022,12.5,2.25,15:28
mvwpqozi8212@amazon.com,6224,11/16/2022,30,3.35,18:07
71854166,6225,11/16/2022,20,2.9,15:52
leglzlao5328@mojang.com,6226,11/16/2022,55,4.92,21:09
58680153,6227,11/16/2022,10,3.24,15:38
tnleamow3456@tamu.com,6228,11/16/2022,10,1.78,22:14
68467298,6229,11/16/2022,57.5,4.67,14:12
pjzswqpn6865@mojang.com,6230,11/16/2022,12.5,4.38,16:00
nkhvynwi0877@gmail.com,6231,11/16/2022,10,0.04,20:36
dxaenkpu3299@amazon.com,6232,11/16/2022,35,1,15:53
09404152,6233,11/16/2022,30,4.03,16:54
45823849,6234,11/16/2022,25,3.09,17:43
eyewjyqo6396@team9b.com,6235,11/16/2022,45,1.59,22:02
68467298,6236,11/16/2022,30,0.48,18:01
26475312,6237,11/16/2022,45,4.86,14:17
97465710,6238,11/16/2022,55,0.66,20:42
vdfmxaps8903@microsoft.com,6239,11/16/2022,35,4.97,14:00
cbxdmrtx1642@gmail.com,6240,11/16/2022,37.5,4.45,19:10
vdfmxaps8903@microsoft.com,6241,11/16/2022,57.5,2.91,19:30
wscfsmmm9270@team9b.com,6242,11/16/2022,22.5,2.03,16:06
09404152,6243,11/16/2022,47.5,4.25,14:14
gmlfplgb5415@amongus.com,6244,11/16/2022,12.5,2.61,15:47
ikpussac3587@gongcha.com,6245,11/16/2022,10,4.77,14:47
42076180,6246,11/16/2022,12.5,4.42,11:56
botlwdwc8212@gongcha.com,6247,11/16/2022,10,4.21,15:08
17958049,6248,11/16/2022,10,3.31,16:56
58680153,6249,11/16/2022,37.5,1.91,12:49
lwfpmjdl4255@outlook.com,6250,11/16/2022,45,4.76,12:58
54315149,6251,11/16/2022,10,2.36,19:00
09404152,6252,11/16/2022,22.5,2.83,19:29
tjarunxo4546@amazon.com,6253,11/16/2022,37.5,4.83,15:54
28488312,6254,11/16/2022,50,4.83,22:38
miqyozhi2562@gongcha.com,6255,11/16/2022,40,4.16,19:25
bqameafc6423@microsoft.com,6256,11/16/2022,32.5,3.71,16:22
qddpnwur1048@youtube.com,6257,11/16/2022,22.5,0.95,16:51
poeldyyi5038@yahoo.com,6258,11/16/2022,42.5,3.27,22:25
leglzlao5328@mojang.com,6259,11/16/2022,12.5,3.69,11:51
uzgolapa6273@hotmail.com,6260,11/16/2022,20,0.1,22:45
miqyozhi2562@gongcha.com,6261,11/16/2022,42.5,1.68,17:41
nkhvynwi0877@gmail.com,6262,11/16/2022,55,3.46,17:52
eouqsbuj0665@mojang.com,6263,11/16/2022,37.5,1.45,11:43
bqameafc6423@microsoft.com,6264,11/16/2022,52.5,0.37,18:36
36309511,6265,11/16/2022,30,0.22,17:48
68164488,6266,11/16/2022,47.5,2.4,16:06
55318110,6267,11/16/2022,35,1.62,12:20
miqyozhi2562@gongcha.com,6268,11/16/2022,37.5,4.36,15:57
17958049,6269,11/16/2022,57.5,2.18,21:01
99346498,6270,11/16/2022,32.5,4.58,20:46
cbxdmrtx1642@gmail.com,6271,11/16/2022,25,0.24,20:16
qhxpyyhy3771@outlook.com,6272,11/16/2022,30,1.38,21:10
42076180,6273,11/16/2022,47.5,2.95,13:46
57341554,6274,11/16/2022,22.5,0.37,16:45
02212372,6275,11/16/2022,10,2.66,12:08
xhavrhlp6214@gmail.com,6276,11/16/2022,32.5,4.39,18:30
miqyozhi2562@gongcha.com,6277,11/16/2022,35,4.16,19:03
54315149,6278,11/16/2022,32.5,4.33,11:10
poeldyyi5038@yahoo.com,6279,11/16/2022,37.5,2.96,20:39
blmqchbj1685@gmail.com,6280,11/16/2022,12.5,2.57,15:30
xbkpyhhg8751@tamu.com,6281,11/16/2022,47.5,0.8,22:21
erannexm9730@hotmail.com,6282,11/16/2022,20,3.59,20:08
15210904,6283,11/16/2022,32.5,1.16,19:44
evbcmjsk8537@amazon.com,6284,11/16/2022,10,4.36,17:04
mewnnrbr6327@team9b.com,6285,11/16/2022,60,0.67,11:23
miqyozhi2562@gongcha.com,6286,11/16/2022,35,4.9,16:20
nddaftql1388@yahoo.com,6287,11/16/2022,12.5,2.16,11:57
drlcxzwq8511@outlook.com,6288,11/16/2022,12.5,3.18,17:12
70544231,6289,11/16/2022,22.5,1.35,21:19
knrlplvg2781@yahoo.com,6290,11/16/2022,22.5,4.5,19:59
91143424,6291,11/16/2022,25,4.01,16:38
knrlplvg2781@yahoo.com,6292,11/16/2022,12.5,4.21,15:26
09166541,6293,11/16/2022,22.5,3.08,16:35
nkhvynwi0877@gmail.com,6294,11/16/2022,32.5,1.41,19:13
hzeongix0241@mojang.com,6295,11/16/2022,10,3.98,12:09
csgjhmmq6539@tamu.com,6296,11/16/2022,22.5,1.58,12:58
tzerdgmu7305@hotmail.com,6297,11/16/2022,12.5,4.83,12:54
lulymimp4994@microsoft.com,6298,11/16/2022,45,2.45,22:55
53773347,6299,11/16/2022,20,3.43,14:37
hzzhsywz9701@tamu.com,6300,11/16/2022,12.5,4.31,11:23
gmlfplgb5415@amongus.com,6301,11/16/2022,22.5,1.85,13:06
bvlhhapp2329@outlook.com,6302,11/16/2022,45,4.88,11:11
eouqsbuj0665@mojang.com,6303,11/16/2022,30,1.29,17:51
53773347,6304,11/16/2022,20,0.61,19:37
88744860,6305,11/16/2022,42.5,4.41,17:47
bqxcmhxj0406@yahoo.com,6306,11/16/2022,45,0.32,12:04
28488312,6307,11/16/2022,50,4.42,19:39
54315149,6308,11/16/2022,32.5,4.39,17:28
uzgolapa6273@hotmail.com,6309,11/16/2022,35,1.8,13:23
mpepbmgq3917@tamu.com,6310,11/16/2022,45,4.89,21:10
csgjhmmq6539@tamu.com,6311,11/16/2022,10,4.78,19:13
hzeongix0241@mojang.com,6312,11/16/2022,12.5,3.59,16:32
acnwixtn4093@gmail.com,6313,11/16/2022,25,3.23,16:26
55318110,6314,11/16/2022,55,4.33,14:51
27368406,6315,11/16/2022,47.5,3.77,17:57
hzzhsywz9701@tamu.com,6316,11/16/2022,32.5,1.67,20:55
bqameafc6423@microsoft.com,6317,11/16/2022,50,1.26,11:41
fqvfyfez3999@amongus.com,6318,11/16/2022,22.5,3.36,17:09
mpepbmgq3917@tamu.com,6319,11/16/2022,47.5,4.22,13:56
09404152,6320,11/16/2022,22.5,3.52,11:16
gtkvyvui9206@tamu.com,6321,11/16/2022,47.5,1.29,21:21
86349856,6322,11/16/2022,52.5,4.89,15:25
uequjkrd7690@hotmail.com,6323,11/16/2022,62.5,4.37,15:06
evbcmjsk8537@amazon.com,6324,11/16/2022,12.5,0.33,16:24
15210904,6325,11/16/2022,37.5,1.88,11:59
07559614,6326,11/16/2022,32.5,3.34,16:32
42076180,6327,11/16/2022,30,3.2,12:18
15210904,6328,11/16/2022,12.5,1.64,12:43
mvwpqozi8212@amazon.com,6329,11/16/2022,57.5,2.93,22:37
bstibhih7500@microsoft.com,6330,11/16/2022,25,2.5,16:43
wlmomoox5344@yahoo.com,6331,11/16/2022,57.5,2.56,11:31
77235905,6332,11/16/2022,37.5,2.97,16:48
36309511,6333,11/16/2022,10,1.64,11:13
28488312,6334,11/16/2022,10,0.55,21:59
gvnebals4363@microsoft.com,6335,11/17/2022,60,3.89,21:16
uakripis6880@microsoft.com,6336,11/17/2022,42.5,1.62,18:43
lwfpmjdl4255@outlook.com,6337,11/17/2022,32.5,3.15,12:44
97939309,6338,11/17/2022,25,2.51,13:50
97465710,6339,11/17/2022,10,4.55,15:22
26260554,6340,11/17/2022,12.5,3.55,16:18
cbxdmrtx1642@gmail.com,6341,11/17/2022,35,3.41,22:53
tzerdgmu7305@hotmail.com,6342,11/17/2022,60,3.85,19:24
99346498,6343,11/17/2022,12.5,2.01,19:50
wlmomoox5344@yahoo.com,6344,11/17/2022,45,4.75,17:59
erannexm9730@hotmail.com,6345,11/17/2022,20,0.09,21:30
erannexm9730@hotmail.com,6346,11/17/2022,12.5,3.99,12:09
cbxdmrtx1642@gmail.com,6347,11/17/2022,10,3.21,13:03
97465710,6348,11/17/2022,22.5,4.67,16:36
tzerdgmu7305@hotmail.com,6349,11/17/2022,10,3.22,18:11
evbcmjsk8537@amazon.com,6350,11/17/2022,12.5,4.05,18:34
gtkvyvui9206@tamu.com,6351,11/17/2022,10,2.6,18:04
drlcxzwq8511@outlook.com,6352,11/17/2022,52.5,2.62,17:22
acnwixtn4093@gmail.com,6353,11/17/2022,22.5,2.73,15:31
57341554,6354,11/17/2022,10,0.61,17:21
09404152,6355,11/17/2022,12.5,0.14,16:41
hzzhsywz9701@tamu.com,6356,11/17/2022,22.5,1.55,16:14
botlwdwc8212@gongcha.com,6357,11/17/2022,45,4.37,15:03
02212372,6358,11/17/2022,12.5,3.67,21:07
mpepbmgq3917@tamu.com,6359,11/17/2022,25,2.65,21:52
evbcmjsk8537@amazon.com,6360,11/17/2022,35,0.59,21:06
22079174,6361,11/17/2022,47.5,4.47,14:36
botlwdwc8212@gongcha.com,6362,11/17/2022,52.5,2,22:50
55318110,6363,11/17/2022,35,2.74,12:19
86349856,6364,11/17/2022,22.5,2.82,16:40
mewnnrbr6327@team9b.com,6365,11/17/2022,52.5,4.16,21:54
45823849,6366,11/17/2022,35,1.76,22:26
68467298,6367,11/17/2022,12.5,1.52,14:35
28488312,6368,11/17/2022,20,1.73,13:12
fqngrbru7263@yahoo.com,6369,11/17/2022,42.5,1.73,18:10
gtkvyvui9206@tamu.com,6370,11/17/2022,57.5,4.14,19:17
02212372,6371,11/17/2022,12.5,1.9,21:18
eyewjyqo6396@team9b.com,6372,11/17/2022,42.5,0.65,13:50
hzeongix0241@mojang.com,6373,11/17/2022,10,3.03,15:53
53773347,6374,11/17/2022,32.5,2.69,21:22
leglzlao5328@mojang.com,6375,11/17/2022,10,1.97,19:56
91143424,6376,11/17/2022,47.5,1.77,11:02
45823849,6377,11/17/2022,35,0.01,22:06
eouqsbuj0665@mojang.com,6378,11/17/2022,12.5,4.8,22:14
sakwrvhs8207@tamu.com,6379,11/17/2022,22.5,3.45,17:51
knrlplvg2781@yahoo.com,6380,11/17/2022,42.5,4,19:06
bvlhhapp2329@outlook.com,6381,11/17/2022,20,2.23,16:35
91143424,6382,11/17/2022,55,2.84,14:15
27368406,6383,11/17/2022,10,1.94,21:59
leglzlao5328@mojang.com,6384,11/17/2022,45,4.92,17:59
89346805,6385,11/17/2022,32.5,1.42,20:56
70544231,6386,11/17/2022,22.5,3.05,22:23
99346498,6387,11/17/2022,32.5,4.31,20:40
knrlplvg2781@yahoo.com,6388,11/17/2022,20,0.02,15:48
54315149,6389,11/17/2022,32.5,2.54,22:49
nkhvynwi0877@gmail.com,6390,11/17/2022,32.5,1.74,16:20
88744860,6391,11/17/2022,10,0.69,17:54
07559614,6392,11/17/2022,42.5,2.58,12:05
eouqsbuj0665@mojang.com,6393,11/17/2022,32.5,0.22,13:51
71854166,6394,11/17/2022,55,4.64,11:08
poeldyyi5038@yahoo.com,6395,11/17/2022,45,0.39,17:37
uzgolapa6273@hotmail.com,6396,11/17/2022,55,0.83,14:27
hnwdoktm2681@gmail.com,6397,11/17/2022,20,0.33,15:55
qddpnwur1048@youtube.com,6398,11/17/2022,45,3.17,19:26
ksivzavk0512@outlook.com,6399,11/17/2022,35,1.83,12:42
22079174,6400,11/17/2022,52.5,1.75,11:52
tnleamow3456@tamu.com,6401,11/17/2022,55,2.19,22:52
wlmomoox5344@yahoo.com,6402,11/17/2022,45,2,18:42
uakripis6880@microsoft.com,6403,11/17/2022,57.5,2.91,14:36
fnhqoyuj3254@team9b.com,6404,11/17/2022,45,1.6,13:04
71854166,6405,11/17/2022,22.5,2.79,21:03
fqvfyfez3999@amongus.com,6406,11/17/2022,22.5,2.7,13:19
63252884,6407,11/17/2022,10,4.49,12:34
uakripis6880@microsoft.com,6408,11/17/2022,12.5,3.1,20:31
lwfpmjdl4255@outlook.com,6409,11/17/2022,45,1.07,21:49
yzmbdcsd4318@outlook.com,6410,11/17/2022,32.5,4.97,13:04
86349856,6411,11/17/2022,35,3.07,22:57
12856702,6412,11/17/2022,12.5,2.65,13:48
07559614,6413,11/17/2022,10,3.46,11:24
eouqsbuj0665@mojang.com,6414,11/17/2022,32.5,3,18:20
cbxdmrtx1642@gmail.com,6415,11/17/2022,35,1.85,11:59
nddaftql1388@yahoo.com,6416,11/17/2022,35,2.75,18:55
fqngrbru7263@yahoo.com,6417,11/17/2022,32.5,3.11,12:01
fqngrbru7263@yahoo.com,6418,11/17/2022,25,3.51,17:46
45823849,6419,11/17/2022,32.5,2.6,17:08
tzerdgmu7305@hotmail.com,6420,11/17/2022,10,1.88,19:23
09404152,6421,11/17/2022,22.5,1.98,13:07
tjarunxo4546@amazon.com,6422,11/17/2022,10,2.57,20:51
iuaaeaiu9436@yahoo.com,6423,11/17/2022,50,4.2,11:56
88744860,6424,11/17/2022,60,1.45,20:08
22079174,6425,11/17/2022,57.5,1.63,14:17
erannexm9730@hotmail.com,6426,11/17/2022,10,3.98,18:33
leglzlao5328@mojang.com,6427,11/17/2022,47.5,0.51,22:40
mewnnrbr6327@team9b.com,6428,11/17/2022,60,2.05,13:49
bzfegiox1878@microsoft.com,6429,11/17/2022,22.5,3.42,19:05
54315149,6430,11/17/2022,35,3.18,21:56
45823849,6431,11/17/2022,57.5,4.29,21:59
zrzmjytq5017@team9b.com,6432,11/17/2022,10,2.82,21:57
fqvfyfez3999@amongus.com,6433,11/17/2022,32.5,3.9,16:43
86349856,6434,11/17/2022,42.5,2.2,13:30
57341554,6435,11/17/2022,50,2.27,17:09
evbcmjsk8537@amazon.com,6436,11/17/2022,22.5,4.72,17:58
65573512,6437,11/17/2022,35,4.55,12:40
hnwdoktm2681@gmail.com,6438,11/17/2022,47.5,4.83,18:12
tnleamow3456@tamu.com,6439,11/17/2022,42.5,2.25,18:12
ydylbckb5048@gongcha.com,6440,11/17/2022,22.5,2.12,12:39
blmqchbj1685@gmail.com,6441,11/17/2022,47.5,3.79,22:04
cbxdmrtx1642@gmail.com,6442,11/17/2022,12.5,0.74,20:48
drlcxzwq8511@outlook.com,6443,11/17/2022,57.5,3.41,11:04
erannexm9730@hotmail.com,6444,11/17/2022,62.5,0.02,17:38
drlcxzwq8511@outlook.com,6445,11/17/2022,22.5,3.27,21:22
yzmbdcsd4318@outlook.com,6446,11/17/2022,12.5,0.03,13:26
uakripis6880@microsoft.com,6447,11/17/2022,30,3.72,11:05
27368406,6448,11/17/2022,32.5,1.06,19:40
qhxpyyhy3771@outlook.com,6449,11/17/2022,60,1.73,17:20
lwfpmjdl4255@outlook.com,6450,11/17/2022,12.5,1.29,18:16
63252884,6451,11/17/2022,10,3.93,18:26
mewnnrbr6327@team9b.com,6452,11/17/2022,57.5,0.99,18:03
ikpussac3587@gongcha.com,6453,11/17/2022,12.5,0.28,15:23
17958049,6454,11/17/2022,30,1.21,16:27
rpuuikvb0197@youtube.com,6455,11/17/2022,47.5,2.39,14:31
29884709,6456,11/17/2022,57.5,4.8,17:14
wlmomoox5344@yahoo.com,6457,11/17/2022,45,3.81,17:24
89346805,6458,11/17/2022,12.5,4.81,20:42
qddpnwur1048@youtube.com,6459,11/17/2022,22.5,4.03,22:18
ikpussac3587@gongcha.com,6460,11/17/2022,12.5,1.94,21:01
knrlplvg2781@yahoo.com,6461,11/17/2022,10,1.55,14:04
hzzhsywz9701@tamu.com,6462,11/17/2022,60,3.99,22:57
42076180,6463,11/17/2022,55,4.44,17:39
36309511,6464,11/17/2022,10,2.69,17:55
vdfmxaps8903@microsoft.com,6465,11/17/2022,10,3.07,17:34
68467298,6466,11/17/2022,35,2.72,14:10
58680153,6467,11/17/2022,12.5,1.63,20:50
mpepbmgq3917@tamu.com,6468,11/17/2022,42.5,4.18,12:26
99346498,6469,11/17/2022,12.5,0.86,21:57
fqngrbru7263@yahoo.com,6470,11/17/2022,42.5,2.54,12:23
02212372,6471,11/17/2022,22.5,0.8,15:49
70544231,6472,11/17/2022,45,0.78,14:48
27368406,6473,11/17/2022,22.5,4.19,12:41
88744860,6474,11/17/2022,57.5,2.98,22:25
09166541,6475,11/17/2022,20,1.38,17:43
53597775,6476,11/17/2022,12.5,2.49,14:51
15210904,6477,11/17/2022,50,3.13,22:09
eyewjyqo6396@team9b.com,6478,11/17/2022,22.5,2.14,21:51
tjarunxo4546@amazon.com,6479,11/17/2022,45,3.75,14:19
wlmomoox5344@yahoo.com,6480,11/17/2022,52.5,0.98,21:51
91143424,6481,11/18/2022,10,0.78,20:20
knrlplvg2781@yahoo.com,6482,11/18/2022,37.5,0.29,21:16
qddpnwur1048@youtube.com,6483,11/18/2022,47.5,3.37,15:38
drlcxzwq8511@outlook.com,6484,11/18/2022,35,0.04,16:29
leglzlao5328@mojang.com,6485,11/18/2022,37.5,3.24,17:32
86349856,6486,11/18/2022,32.5,3.44,15:30
99083877,6487,11/18/2022,30,4.64,14:59
lwfpmjdl4255@outlook.com,6488,11/18/2022,22.5,0.05,15:29
09166541,6489,11/18/2022,10,3.16,14:36
bvlhhapp2329@outlook.com,6490,11/18/2022,22.5,1.43,18:17
iuaaeaiu9436@yahoo.com,6491,11/18/2022,32.5,1.36,20:26
nkhvynwi0877@gmail.com,6492,11/18/2022,32.5,3.17,18:38
uzgolapa6273@hotmail.com,6493,11/18/2022,45,1.8,18:11
qhxpyyhy3771@outlook.com,6494,11/18/2022,40,3.47,21:52
09404152,6495,11/18/2022,20,2.34,15:07
97465710,6496,11/18/2022,52.5,1.73,20:53
eouqsbuj0665@mojang.com,6497,11/18/2022,30,4.19,18:42
mpepbmgq3917@tamu.com,6498,11/18/2022,10,2.88,14:58
44395718,6499,11/18/2022,62.5,2.6,12:12
26260554,6500,11/18/2022,32.5,0.67,17:15
qddpnwur1048@youtube.com,6501,11/18/2022,35,4.19,16:28
44395718,6502,11/18/2022,35,1.82,16:07
17958049,6503,11/18/2022,25,1.38,17:28
yzmbdcsd4318@outlook.com,6504,11/18/2022,45,4.5,21:38
fqngrbru7263@yahoo.com,6505,11/18/2022,57.5,1.96,18:15
63252884,6506,11/18/2022,45,0.53,13:08
pjzswqpn6865@mojang.com,6507,11/18/2022,12.5,4.5,11:40
gtkvyvui9206@tamu.com,6508,11/18/2022,10,0.9,18:21
nddaftql1388@yahoo.com,6509,11/18/2022,10,1.69,16:16
53597775,6510,11/18/2022,47.5,0.98,15:52
57341554,6511,11/18/2022,57.5,4.82,17:00
ydylbckb5048@gongcha.com,6512,11/18/2022,25,3.14,14:08
eyewjyqo6396@team9b.com,6513,11/18/2022,32.5,1.72,15:34
29884709,6514,11/18/2022,55,0.05,22:36
tjarunxo4546@amazon.com,6515,11/18/2022,10,0.61,20:41
wscfsmmm9270@team9b.com,6516,11/18/2022,55,0.97,22:02
fqvfyfez3999@amongus.com,6517,11/18/2022,12.5,2.61,19:36
uakripis6880@microsoft.com,6518,11/18/2022,10,3.3,16:41
99346498,6519,11/18/2022,52.5,2.58,13:54
99346498,6520,11/18/2022,57.5,0.25,18:58
lwfpmjdl4255@outlook.com,6521,11/18/2022,22.5,0.68,17:44
yzmbdcsd4318@outlook.com,6522,11/18/2022,10,1.26,11:09
89346805,6523,11/18/2022,62.5,0.65,15:33
knrlplvg2781@yahoo.com,6524,11/18/2022,45,0.37,16:04
99083877,6525,11/18/2022,10,4.75,15:35
07559614,6526,11/18/2022,52.5,1.69,17:44
xbkpyhhg8751@tamu.com,6527,11/18/2022,25,0.9,12:26
26260554,6528,11/18/2022,25,1.26,18:30
hnwdoktm2681@gmail.com,6529,11/18/2022,22.5,1.14,13:01
86349856,6530,11/18/2022,22.5,2.91,14:25
55318110,6531,11/18/2022,20,0.75,11:09
bvlhhapp2329@outlook.com,6532,11/18/2022,45,1.95,15:33
gtkvyvui9206@tamu.com,6533,11/18/2022,37.5,4.57,14:08
wlmomoox5344@yahoo.com,6534,11/18/2022,12.5,3.6,16:32
gmlfplgb5415@amongus.com,6535,11/18/2022,10,2.31,18:37
68164488,6536,11/18/2022,57.5,3.09,15:55
botlwdwc8212@gongcha.com,6537,11/18/2022,37.5,3.14,11:21
29884709,6538,11/18/2022,22.5,3.44,15:46
12856702,6539,11/18/2022,12.5,0.59,20:27
26475312,6540,11/18/2022,22.5,2.52,14:59
gtkvyvui9206@tamu.com,6541,11/18/2022,47.5,1.1,15:15
68164488,6542,11/18/2022,10,1.08,20:23
botlwdwc8212@gongcha.com,6543,11/18/2022,40,2.65,19:01
53597775,6544,11/18/2022,30,2.18,16:39
44395718,6545,11/18/2022,45,4.2,15:24
uequjkrd7690@hotmail.com,6546,11/18/2022,60,2.93,12:24
erannexm9730@hotmail.com,6547,11/18/2022,12.5,4.36,16:45
cbxdmrtx1642@gmail.com,6548,11/18/2022,35,4.28,11:59
02212372,6549,11/18/2022,57.5,4.86,12:39
eyewjyqo6396@team9b.com,6550,11/18/2022,55,4.32,13:01
cbxdmrtx1642@gmail.com,6551,11/18/2022,12.5,1.9,12:02
45823849,6552,11/18/2022,20,1.4,13:32
xhavrhlp6214@gmail.com,6553,11/18/2022,12.5,2.97,16:57
fqvfyfez3999@amongus.com,6554,11/18/2022,22.5,1.42,13:29
qhxpyyhy3771@outlook.com,6555,11/18/2022,52.5,1.05,17:19
28488312,6556,11/18/2022,47.5,3.13,19:38
55318110,6557,11/18/2022,32.5,1.1,13:35
17958049,6558,11/18/2022,12.5,3.79,17:46
86349856,6559,11/18/2022,45,2.46,14:20
58680153,6560,11/18/2022,45,3.11,17:47
91143424,6561,11/18/2022,47.5,4.02,17:57
27368406,6562,11/18/2022,22.5,0.35,12:24
bzfegiox1878@microsoft.com,6563,11/18/2022,32.5,3.39,19:40
tjarunxo4546@amazon.com,6564,11/18/2022,10,1.99,16:37
hnwdoktm2681@gmail.com,6565,11/18/2022,30,3.98,11:52
nkhvynwi0877@gmail.com,6566,11/18/2022,50,4.24,20:32
bqameafc6423@microsoft.com,6567,11/18/2022,32.5,3.25,14:39
42076180,6568,11/18/2022,10,2.71,20:38
botlwdwc8212@gongcha.com,6569,11/18/2022,45,4.93,22:04
86349856,6570,11/18/2022,57.5,1.82,19:12
ksivzavk0512@outlook.com,6571,11/18/2022,57.5,3.24,19:17
mewnnrbr6327@team9b.com,6572,11/18/2022,35,4.32,20:10
15210904,6573,11/18/2022,30,1.47,14:56
89346805,6574,11/18/2022,25,4.85,22:37
58680153,6575,11/18/2022,45,1.82,19:19
86349856,6576,11/18/2022,55,2.86,17:07
knrlplvg2781@yahoo.com,6577,11/18/2022,57.5,3.41,19:42
17958049,6578,11/18/2022,10,1.98,13:19
hzzhsywz9701@tamu.com,6579,11/18/2022,10,0.56,22:01
leglzlao5328@mojang.com,6580,11/18/2022,45,2.52,18:53
45823849,6581,11/18/2022,22.5,4.63,11:55
lulymimp4994@microsoft.com,6582,11/18/2022,55,3.06,16:36
86349856,6583,11/18/2022,47.5,4.63,21:08
45823849,6584,11/18/2022,42.5,1.81,21:24
nmkidoym9408@gongcha.com,6585,11/18/2022,32.5,3.48,21:10
nmkidoym9408@gongcha.com,6586,11/18/2022,45,4.53,21:14
cbxdmrtx1642@gmail.com,6587,11/18/2022,47.5,0.84,20:28
qhxpyyhy3771@outlook.com,6588,11/18/2022,12.5,2.06,20:57
sakwrvhs8207@tamu.com,6589,11/18/2022,22.5,1.74,15:22
09404152,6590,11/18/2022,45,0.28,12:28
mvwpqozi8212@amazon.com,6591,11/18/2022,22.5,3.42,18:48
65573512,6592,11/18/2022,40,1.89,16:24
drlcxzwq8511@outlook.com,6593,11/18/2022,10,0.59,20:51
77235905,6594,11/18/2022,22.5,1.32,19:11
evbcmjsk8537@amazon.com,6595,11/18/2022,60,0.9,13:09
hzeongix0241@mojang.com,6596,11/18/2022,12.5,3.25,20:14
02212372,6597,11/18/2022,35,0.98,13:24
fqvfyfez3999@amongus.com,6598,11/18/2022,30,4.26,13:43
09166541,6599,11/18/2022,57.5,1.74,11:00
blmqchbj1685@gmail.com,6600,11/18/2022,60,4.01,21:50
bvlhhapp2329@outlook.com,6601,11/18/2022,60,0.74,20:37
rpuuikvb0197@youtube.com,6602,11/18/2022,10,0.78,13:07
leglzlao5328@mojang.com,6603,11/18/2022,25,3.66,22:53
csgjhmmq6539@tamu.com,6604,11/18/2022,40,3.32,22:54
34172948,6605,11/18/2022,32.5,3.92,14:07
45823849,6606,11/18/2022,50,3.13,21:28
fqvfyfez3999@amongus.com,6607,11/18/2022,60,1.81,21:07
07559614,6608,11/18/2022,25,0.03,14:37
27368406,6609,11/18/2022,42.5,3.14,19:05
zrzmjytq5017@team9b.com,6610,11/18/2022,32.5,1.11,17:33
tjarunxo4546@amazon.com,6611,11/18/2022,40,1.14,17:01
nkhvynwi0877@gmail.com,6612,11/18/2022,20,3.58,21:30
28488312,6613,11/18/2022,30,3.58,11:35
nkhvynwi0877@gmail.com,6614,11/18/2022,60,3.39,18:04
63252884,6615,11/18/2022,32.5,2.59,15:33
hnwdoktm2681@gmail.com,6616,11/18/2022,12.5,3.49,13:22
qddpnwur1048@youtube.com,6617,11/18/2022,52.5,1.74,11:21
miqyozhi2562@gongcha.com,6618,11/18/2022,45,2.7,19:39
bstibhih7500@microsoft.com,6619,11/19/2022,52.5,3.65,15:06
miqyozhi2562@gongcha.com,6620,11/19/2022,22.5,2.86,22:16
91143424,6621,11/19/2022,22.5,0.8,11:50
poeldyyi5038@yahoo.com,6622,11/19/2022,55,3.95,13:57
tzerdgmu7305@hotmail.com,6623,11/19/2022,47.5,4,17:41
miqyozhi2562@gongcha.com,6624,11/19/2022,55,1.45,12:08
vdfmxaps8903@microsoft.com,6625,11/19/2022,52.5,4.13,15:42
bqxcmhxj0406@yahoo.com,6626,11/19/2022,10,3,19:09
eouqsbuj0665@mojang.com,6627,11/19/2022,25,3.01,14:11
26260554,6628,11/19/2022,57.5,3.24,17:46
58680153,6629,11/19/2022,25,2.37,17:23
bstibhih7500@microsoft.com,6630,11/19/2022,10,2.87,21:22
bstibhih7500@microsoft.com,6631,11/19/2022,12.5,0.46,11:19
99346498,6632,11/19/2022,37.5,0.29,17:54
qhxpyyhy3771@outlook.com,6633,11/19/2022,55,3.36,20:48
rpuuikvb0197@youtube.com,6634,11/19/2022,55,2.11,13:18
eouqsbuj0665@mojang.com,6635,11/19/2022,42.5,0.9,12:38
tzerdgmu7305@hotmail.com,6636,11/19/2022,10,2.17,22:50
vdfmxaps8903@microsoft.com,6637,11/19/2022,22.5,3.17,13:18
65573512,6638,11/19/2022,20,0.78,15:42
99346498,6639,11/19/2022,35,2.47,22:47
mvwpqozi8212@amazon.com,6640,11/19/2022,22.5,3.64,16:10
15210904,6641,11/19/2022,47.5,0.57,13:05
fnhqoyuj3254@team9b.com,6642,11/19/2022,32.5,3.97,12:16
58680153,6643,11/19/2022,50,0.73,18:29
leglzlao5328@mojang.com,6644,11/19/2022,32.5,3.19,11:06
bzfegiox1878@microsoft.com,6645,11/19/2022,32.5,2.06,14:45
sakwrvhs8207@tamu.com,6646,11/19/2022,45,4.36,11:05
88223286,6647,11/19/2022,57.5,4.92,14:07
17958049,6648,11/19/2022,35,1.97,18:45
89346805,6649,11/19/2022,30,3.28,15:59
88223286,6650,11/19/2022,22.5,2.62,18:44
97939309,6651,11/19/2022,57.5,3.4,19:13
yvjrmvxh4164@youtube.com,6652,11/19/2022,22.5,0.81,19:16
17958049,6653,11/19/2022,32.5,1.22,17:05
